Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
"BEENEXT, Google, ICMG Partners, JAFCO Asia, January Capital, Rakuten Capital, Reddy Futures, Surge",Google,9,15,ORG,
"BEENEXT, Google, ICMG Partners, JAFCO Asia, January Capital, Rakuten Capital, Reddy Futures, Surge",ICMG Partners,17,30,ORG,
"BEENEXT, Google, ICMG Partners, JAFCO Asia, January Capital, Rakuten Capital, Reddy Futures, Surge",Asia,38,42,LOC,
"BEENEXT, Google, ICMG Partners, JAFCO Asia, January Capital, Rakuten Capital, Reddy Futures, Surge","January Capital, Rakuten Capital",44,76,ORG,
"BEENEXT, Google, ICMG Partners, JAFCO Asia, January Capital, Rakuten Capital, Reddy Futures, Surge",Reddy Futures,78,91,ORG,
"BEENEXT, Google, ICMG Partners, JAFCO Asia, January Capital, Rakuten Capital, Reddy Futures, Surge",Surge,93,98,PERSON,
Kennet Partners,Kennet Partners,0,15,ORG,
Negen Capital Services,Negen Capital Services,0,22,ORG,
Tercera,Tercera,0,7,ORG,
"BEENEXT, Paradigm Shift Capital, Radiant SFO",Paradigm Shift Capital,9,31,ORG,
"Alumni Ventures, Bloomberg Beta, Comcast Ventures, Forefront Venture Partners, Founders Committee, Precursor Ventures, Silicon Valley Bank",Alumni Ventures,0,15,ORG,
"Alumni Ventures, Bloomberg Beta, Comcast Ventures, Forefront Venture Partners, Founders Committee, Precursor Ventures, Silicon Valley Bank",Bloomberg Beta,17,31,PERSON,
"Alumni Ventures, Bloomberg Beta, Comcast Ventures, Forefront Venture Partners, Founders Committee, Precursor Ventures, Silicon Valley Bank",Comcast Ventures,33,49,ORG,
"Alumni Ventures, Bloomberg Beta, Comcast Ventures, Forefront Venture Partners, Founders Committee, Precursor Ventures, Silicon Valley Bank",Forefront Venture Partners,51,77,ORG,
"Alumni Ventures, Bloomberg Beta, Comcast Ventures, Forefront Venture Partners, Founders Committee, Precursor Ventures, Silicon Valley Bank",Founders Committee,79,97,ORG,
"Alumni Ventures, Bloomberg Beta, Comcast Ventures, Forefront Venture Partners, Founders Committee, Precursor Ventures, Silicon Valley Bank",Precursor Ventures,99,117,ORG,
"Alumni Ventures, Bloomberg Beta, Comcast Ventures, Forefront Venture Partners, Founders Committee, Precursor Ventures, Silicon Valley Bank",Silicon Valley Bank,119,138,ORG,
"Albert Hu, Alchemy, Charley Ma, Elad Gil, Eric Chung, Linda Xie, Mahdi Raza, Marc Bhargava, Naval Ravikant, Sep Kamvar",Albert Hu,0,9,PERSON,
"Albert Hu, Alchemy, Charley Ma, Elad Gil, Eric Chung, Linda Xie, Mahdi Raza, Marc Bhargava, Naval Ravikant, Sep Kamvar",Alchemy,11,18,ORG,
"Albert Hu, Alchemy, Charley Ma, Elad Gil, Eric Chung, Linda Xie, Mahdi Raza, Marc Bhargava, Naval Ravikant, Sep Kamvar",Charley Ma,20,30,PERSON,
"Albert Hu, Alchemy, Charley Ma, Elad Gil, Eric Chung, Linda Xie, Mahdi Raza, Marc Bhargava, Naval Ravikant, Sep Kamvar",Elad Gil,32,40,PERSON,
"Albert Hu, Alchemy, Charley Ma, Elad Gil, Eric Chung, Linda Xie, Mahdi Raza, Marc Bhargava, Naval Ravikant, Sep Kamvar",Eric Chung,42,52,PERSON,
"Albert Hu, Alchemy, Charley Ma, Elad Gil, Eric Chung, Linda Xie, Mahdi Raza, Marc Bhargava, Naval Ravikant, Sep Kamvar",Linda Xie,54,63,PERSON,
"Albert Hu, Alchemy, Charley Ma, Elad Gil, Eric Chung, Linda Xie, Mahdi Raza, Marc Bhargava, Naval Ravikant, Sep Kamvar",Mahdi Raza,65,75,GPE,
"Albert Hu, Alchemy, Charley Ma, Elad Gil, Eric Chung, Linda Xie, Mahdi Raza, Marc Bhargava, Naval Ravikant, Sep Kamvar",Marc Bhargava,77,90,PERSON,
"Albert Hu, Alchemy, Charley Ma, Elad Gil, Eric Chung, Linda Xie, Mahdi Raza, Marc Bhargava, Naval Ravikant, Sep Kamvar",Sep Kamvar,108,118,PERSON,
"25madison, 83North, NFX, Viola Ventures",25madison,0,9,CARDINAL,
"25madison, 83North, NFX, Viola Ventures",83North,11,18,DATE,
"25madison, 83North, NFX, Viola Ventures",NFX,20,23,ORG,
"25madison, 83North, NFX, Viola Ventures",Viola Ventures,25,39,ORG,
"Christian Greb, NRW.BANK, PRECIRE, TechVision Fonds",Christian Greb,0,14,PERSON,
"Christian Greb, NRW.BANK, PRECIRE, TechVision Fonds",PRECIRE,26,33,ORG,
"Christian Greb, NRW.BANK, PRECIRE, TechVision Fonds",TechVision Fonds,35,51,ORG,
"Alumni Ventures, Great Oaks Venture Capital, Growth Capital Ventures, Javelin Venture Partners, Julius Genachowski, Marco Zappacosta, Mike Monteiro, Social Leverage, Struck Capital, v1.vc",Alumni Ventures,0,15,ORG,
"Alumni Ventures, Great Oaks Venture Capital, Growth Capital Ventures, Javelin Venture Partners, Julius Genachowski, Marco Zappacosta, Mike Monteiro, Social Leverage, Struck Capital, v1.vc",Great Oaks Venture Capital,17,43,ORG,
"Alumni Ventures, Great Oaks Venture Capital, Growth Capital Ventures, Javelin Venture Partners, Julius Genachowski, Marco Zappacosta, Mike Monteiro, Social Leverage, Struck Capital, v1.vc",Growth Capital Ventures,45,68,ORG,
"Alumni Ventures, Great Oaks Venture Capital, Growth Capital Ventures, Javelin Venture Partners, Julius Genachowski, Marco Zappacosta, Mike Monteiro, Social Leverage, Struck Capital, v1.vc",Javelin Venture Partners,70,94,ORG,
"Alumni Ventures, Great Oaks Venture Capital, Growth Capital Ventures, Javelin Venture Partners, Julius Genachowski, Marco Zappacosta, Mike Monteiro, Social Leverage, Struck Capital, v1.vc",Julius Genachowski,96,114,ORG,
"Alumni Ventures, Great Oaks Venture Capital, Growth Capital Ventures, Javelin Venture Partners, Julius Genachowski, Marco Zappacosta, Mike Monteiro, Social Leverage, Struck Capital, v1.vc",Marco Zappacosta,116,132,PERSON,
"Alumni Ventures, Great Oaks Venture Capital, Growth Capital Ventures, Javelin Venture Partners, Julius Genachowski, Marco Zappacosta, Mike Monteiro, Social Leverage, Struck Capital, v1.vc",Mike Monteiro,134,147,PERSON,
"Alumni Ventures, Great Oaks Venture Capital, Growth Capital Ventures, Javelin Venture Partners, Julius Genachowski, Marco Zappacosta, Mike Monteiro, Social Leverage, Struck Capital, v1.vc",Social Leverage,149,164,ORG,
"Alumni Ventures, Great Oaks Venture Capital, Growth Capital Ventures, Javelin Venture Partners, Julius Genachowski, Marco Zappacosta, Mike Monteiro, Social Leverage, Struck Capital, v1.vc",Struck Capital,166,180,ORG,
"AC Ventures, BRI Ventures, Hedosophia, Quona Capital, Xendit",AC Ventures,0,11,ORG,
"AC Ventures, BRI Ventures, Hedosophia, Quona Capital, Xendit",BRI Ventures,13,25,ORG,
"AC Ventures, BRI Ventures, Hedosophia, Quona Capital, Xendit",Hedosophia,27,37,GPE,
"AC Ventures, BRI Ventures, Hedosophia, Quona Capital, Xendit",Quona Capital,39,52,ORG,
"Alexander Valtingojer, Johann ""Hansi"" Hansmann, Patrick Poschl, startup300, Tecnet Equity",Alexander Valtingojer,0,21,PERSON,
"Alexander Valtingojer, Johann ""Hansi"" Hansmann, Patrick Poschl, startup300, Tecnet Equity","Hansi"" Hansmann",31,46,WORK_OF_ART,
"Alexander Valtingojer, Johann ""Hansi"" Hansmann, Patrick Poschl, startup300, Tecnet Equity",Patrick Poschl,48,62,PERSON,
"Alexander Valtingojer, Johann ""Hansi"" Hansmann, Patrick Poschl, startup300, Tecnet Equity",startup300,64,74,DATE,
"Alexander Valtingojer, Johann ""Hansi"" Hansmann, Patrick Poschl, startup300, Tecnet Equity",Tecnet Equity,76,89,ORG,
"Sectoral Asset Management, Visionary Venture Fund",Sectoral Asset Management,0,25,ORG,
"Sectoral Asset Management, Visionary Venture Fund",Visionary Venture Fund,27,49,ORG,
British International Investment,British International Investment,0,32,ORG,
"Ankit Mehrotra, Nikhil Bakshi, Rajesh Ranavat",Nikhil Bakshi,16,29,PERSON,
"Ankit Mehrotra, Nikhil Bakshi, Rajesh Ranavat",Rajesh Ranavat,31,45,ORG,
"Alexandr Wang, Carl Pei, Eddy Lu, GFR Fund, LINE Ventures, Pantera Capital, YJ Capital, Z Venture Capital",Alexandr Wang,0,13,PERSON,
"Alexandr Wang, Carl Pei, Eddy Lu, GFR Fund, LINE Ventures, Pantera Capital, YJ Capital, Z Venture Capital",Carl Pei,15,23,PERSON,
"Alexandr Wang, Carl Pei, Eddy Lu, GFR Fund, LINE Ventures, Pantera Capital, YJ Capital, Z Venture Capital",Eddy Lu,25,32,PERSON,
"Alexandr Wang, Carl Pei, Eddy Lu, GFR Fund, LINE Ventures, Pantera Capital, YJ Capital, Z Venture Capital",LINE Ventures,44,57,ORG,
"Alexandr Wang, Carl Pei, Eddy Lu, GFR Fund, LINE Ventures, Pantera Capital, YJ Capital, Z Venture Capital",Pantera Capital,59,74,ORG,
"Alexandr Wang, Carl Pei, Eddy Lu, GFR Fund, LINE Ventures, Pantera Capital, YJ Capital, Z Venture Capital",YJ Capital,76,86,ORG,
"Alexandr Wang, Carl Pei, Eddy Lu, GFR Fund, LINE Ventures, Pantera Capital, YJ Capital, Z Venture Capital",Venture Capital,90,105,ORG,
"Alchemy, Greylock, OpenSea, Pantera Capital, Volt Capital",Alchemy,0,7,ORG,
"Alchemy, Greylock, OpenSea, Pantera Capital, Volt Capital",Greylock,9,17,ORG,
"Alchemy, Greylock, OpenSea, Pantera Capital, Volt Capital",OpenSea,19,26,ORG,
"Alchemy, Greylock, OpenSea, Pantera Capital, Volt Capital",Pantera Capital,28,43,ORG,
"Alchemy, Greylock, OpenSea, Pantera Capital, Volt Capital",Volt Capital,45,57,ORG,
"Define Ventures, Lightspeed Venture Partners, Qiming Venture Partners USA",Define Ventures,0,15,PERSON,
"Define Ventures, Lightspeed Venture Partners, Qiming Venture Partners USA",Lightspeed Venture Partners,17,44,ORG,
"Define Ventures, Lightspeed Venture Partners, Qiming Venture Partners USA",Qiming Venture Partners USA,46,73,ORG,
Cargill,Cargill,0,7,ORG,
Spread Group,Spread Group,0,12,ORG,
"Fiserv, Georgian",Fiserv,0,6,ORG,
"Fiserv, Georgian",Georgian,8,16,NORP,
"Bridgid Coulter, David Bohnett, Farhan Thawar, Hany Nada, Howard Lindzon",Bridgid Coulter,0,15,PERSON,
"Bridgid Coulter, David Bohnett, Farhan Thawar, Hany Nada, Howard Lindzon",David Bohnett,17,30,PERSON,
"Bridgid Coulter, David Bohnett, Farhan Thawar, Hany Nada, Howard Lindzon",Farhan Thawar,32,45,PERSON,
"Bridgid Coulter, David Bohnett, Farhan Thawar, Hany Nada, Howard Lindzon",Hany Nada,47,56,PERSON,
"Bridgid Coulter, David Bohnett, Farhan Thawar, Hany Nada, Howard Lindzon",Howard Lindzon,58,72,PERSON,
Kain Capital,Kain Capital,0,12,ORG,
European Investment Bank,European Investment Bank,0,24,ORG,
"Bpifrance, Capagro, JamJar Investments, Verlinvest",Bpifrance,0,9,GPE,
"Bpifrance, Capagro, JamJar Investments, Verlinvest","Capagro, JamJar Investments",11,38,ORG,
"Bpifrance, Capagro, JamJar Investments, Verlinvest",Verlinvest,40,50,ORG,
"Learn Capital, Steel Perlot, Thiel Capital",Learn Capital,0,13,ORG,
"Learn Capital, Steel Perlot, Thiel Capital","Steel Perlot, Thiel Capital",15,42,ORG,
"Altos Ventures, Mucker Capital",Altos Ventures,0,14,ORG,
"Altos Ventures, Mucker Capital",Mucker Capital,16,30,ORG,
"BitStone Capital, High-Tech Grunderfonds, Investitions- und Förderbank, real PACE, xdeck",BitStone Capital,0,16,ORG,
"BitStone Capital, High-Tech Grunderfonds, Investitions- und Förderbank, real PACE, xdeck",High-Tech Grunderfonds,18,40,ORG,
"BitStone Capital, High-Tech Grunderfonds, Investitions- und Förderbank, real PACE, xdeck",Förderbank,60,70,ORG,
"BitStone Capital, High-Tech Grunderfonds, Investitions- und Förderbank, real PACE, xdeck",PACE,77,81,ORG,
"BitStone Capital, High-Tech Grunderfonds, Investitions- und Förderbank, real PACE, xdeck",xdeck,83,88,ORG,
"Emerald Technology Ventures, Nabtesco Technology Ventures, Phoenix Contact Innovation Ventures, Polski Koncern Naftowy Orlen",Emerald Technology Ventures,0,27,ORG,
"Emerald Technology Ventures, Nabtesco Technology Ventures, Phoenix Contact Innovation Ventures, Polski Koncern Naftowy Orlen",Nabtesco Technology Ventures,29,57,ORG,
"Emerald Technology Ventures, Nabtesco Technology Ventures, Phoenix Contact Innovation Ventures, Polski Koncern Naftowy Orlen",Phoenix Contact Innovation Ventures,59,94,FAC,
"Emerald Technology Ventures, Nabtesco Technology Ventures, Phoenix Contact Innovation Ventures, Polski Koncern Naftowy Orlen",Koncern Naftowy Orlen,103,124,PERSON,
"AgFunder, Manta Ray Ventures, Owl Ventures, Pioneer Fund, TRAC",Manta Ray Ventures,10,28,PERSON,
"AgFunder, Manta Ray Ventures, Owl Ventures, Pioneer Fund, TRAC",Owl Ventures,30,42,ORG,
"AgFunder, Manta Ray Ventures, Owl Ventures, Pioneer Fund, TRAC",Pioneer Fund,44,56,ORG,
"AgFunder, Manta Ray Ventures, Owl Ventures, Pioneer Fund, TRAC",TRAC,58,62,ORG,
"Ankur Nagpal, Better Capital, iSeed, Nakul Gupta, Nexus Venture Partners, Pat Shah, RTP Global, Sima Gandhi",Ankur Nagpal,0,12,PERSON,
"Ankur Nagpal, Better Capital, iSeed, Nakul Gupta, Nexus Venture Partners, Pat Shah, RTP Global, Sima Gandhi",Better Capital,14,28,ORG,
"Ankur Nagpal, Better Capital, iSeed, Nakul Gupta, Nexus Venture Partners, Pat Shah, RTP Global, Sima Gandhi",iSeed,30,35,ORG,
"Ankur Nagpal, Better Capital, iSeed, Nakul Gupta, Nexus Venture Partners, Pat Shah, RTP Global, Sima Gandhi",Nakul Gupta,37,48,PERSON,
"Ankur Nagpal, Better Capital, iSeed, Nakul Gupta, Nexus Venture Partners, Pat Shah, RTP Global, Sima Gandhi",Nexus Venture Partners,50,72,ORG,
"Ankur Nagpal, Better Capital, iSeed, Nakul Gupta, Nexus Venture Partners, Pat Shah, RTP Global, Sima Gandhi",Pat Shah,74,82,PERSON,
"Ankur Nagpal, Better Capital, iSeed, Nakul Gupta, Nexus Venture Partners, Pat Shah, RTP Global, Sima Gandhi",Sima Gandhi,96,107,PERSON,
"Carousel Capital, Lamp Post Group",Carousel Capital,0,16,ORG,
"Carousel Capital, Lamp Post Group",Lamp Post Group,18,33,ORG,
"Earlybird Venture Capital, Emerge Capital, Picus Capital",Earlybird Venture Capital,0,25,ORG,
"Earlybird Venture Capital, Emerge Capital, Picus Capital",Emerge Capital,27,41,ORG,
"Earlybird Venture Capital, Emerge Capital, Picus Capital",Picus Capital,43,56,ORG,
"Heights Capital Management, JPMorgan Chase &amp; Co., Neuberger Berman Group, Swarth Group",Heights Capital Management,0,26,ORG,
"Heights Capital Management, JPMorgan Chase &amp; Co., Neuberger Berman Group, Swarth Group",JPMorgan Chase &amp,28,47,ORG,
"Heights Capital Management, JPMorgan Chase &amp; Co., Neuberger Berman Group, Swarth Group",Co.,49,52,ORG,
"Heights Capital Management, JPMorgan Chase &amp; Co., Neuberger Berman Group, Swarth Group",Neuberger Berman Group,54,76,ORG,
"Heights Capital Management, JPMorgan Chase &amp; Co., Neuberger Berman Group, Swarth Group",Swarth Group,78,90,ORG,
Nacre Capital,Nacre Capital,0,13,ORG,
"A&amp;T Capital, BAI capital, GSR Ventures, M77 Ventures, Mirana Ventures, Plug and Play, Smarti Labs, SNZ Holding",Capital,8,15,ORG,
"A&amp;T Capital, BAI capital, GSR Ventures, M77 Ventures, Mirana Ventures, Plug and Play, Smarti Labs, SNZ Holding",BAI,17,20,ORG,
"A&amp;T Capital, BAI capital, GSR Ventures, M77 Ventures, Mirana Ventures, Plug and Play, Smarti Labs, SNZ Holding",GSR Ventures,30,42,ORG,
"A&amp;T Capital, BAI capital, GSR Ventures, M77 Ventures, Mirana Ventures, Plug and Play, Smarti Labs, SNZ Holding",M77 Ventures,44,56,ORG,
"A&amp;T Capital, BAI capital, GSR Ventures, M77 Ventures, Mirana Ventures, Plug and Play, Smarti Labs, SNZ Holding",Mirana Ventures,58,73,ORG,
"A&amp;T Capital, BAI capital, GSR Ventures, M77 Ventures, Mirana Ventures, Plug and Play, Smarti Labs, SNZ Holding",SNZ Holding,103,114,ORG,
"AV8 Ventures, Axial VC, Buff Gold Ventures, Innovation Endeavors, LiquidMetal Ventures, Wireframe Ventures, Xora Innovation",Axial VC,14,22,PERSON,
"AV8 Ventures, Axial VC, Buff Gold Ventures, Innovation Endeavors, LiquidMetal Ventures, Wireframe Ventures, Xora Innovation",Buff Gold Ventures,24,42,ORG,
"AV8 Ventures, Axial VC, Buff Gold Ventures, Innovation Endeavors, LiquidMetal Ventures, Wireframe Ventures, Xora Innovation",Innovation Endeavors,44,64,ORG,
"AV8 Ventures, Axial VC, Buff Gold Ventures, Innovation Endeavors, LiquidMetal Ventures, Wireframe Ventures, Xora Innovation",LiquidMetal Ventures,66,86,ORG,
"AV8 Ventures, Axial VC, Buff Gold Ventures, Innovation Endeavors, LiquidMetal Ventures, Wireframe Ventures, Xora Innovation",Wireframe Ventures,88,106,ORG,
"AV8 Ventures, Axial VC, Buff Gold Ventures, Innovation Endeavors, LiquidMetal Ventures, Wireframe Ventures, Xora Innovation",Xora Innovation,108,123,ORG,
"Althea Ventures, Coyote Ventures, Kendra Scott Women's Entrepreneurial Leadership Institute, Stella Angels",Althea Ventures,0,15,ORG,
"Althea Ventures, Coyote Ventures, Kendra Scott Women's Entrepreneurial Leadership Institute, Stella Angels",Coyote Ventures,17,32,ORG,
"Althea Ventures, Coyote Ventures, Kendra Scott Women's Entrepreneurial Leadership Institute, Stella Angels",Kendra Scott Women's,34,54,ORG,
"Althea Ventures, Coyote Ventures, Kendra Scott Women's Entrepreneurial Leadership Institute, Stella Angels",Entrepreneurial Leadership Institute,55,91,ORG,
"Althea Ventures, Coyote Ventures, Kendra Scott Women's Entrepreneurial Leadership Institute, Stella Angels",Stella Angels,93,106,ORG,
Essex Bay Capital,Essex Bay Capital,0,17,ORG,
"ARCH Venture Partners, General Catalyst, Glen Tullman, Human Capital, Lee Shapiro",ARCH Venture Partners,0,21,ORG,
"ARCH Venture Partners, General Catalyst, Glen Tullman, Human Capital, Lee Shapiro",General Catalyst,23,39,ORG,
"ARCH Venture Partners, General Catalyst, Glen Tullman, Human Capital, Lee Shapiro",Glen Tullman,41,53,PERSON,
"ARCH Venture Partners, General Catalyst, Glen Tullman, Human Capital, Lee Shapiro",Lee Shapiro,70,81,PERSON,
National Institutes of Health,National Institutes of Health,0,29,ORG,
"888 Network, Akash Gupta, Blume Founders Fund, Gaurav Chopra, Imperial Holdings, Mumbai Angels, Orbit Startups, Prajakt Deolasee, Soonicorn Ventures, Upaya Social Ventures, Venture Catalysts, We Founder Circle",888 Network,0,11,MONEY,
"888 Network, Akash Gupta, Blume Founders Fund, Gaurav Chopra, Imperial Holdings, Mumbai Angels, Orbit Startups, Prajakt Deolasee, Soonicorn Ventures, Upaya Social Ventures, Venture Catalysts, We Founder Circle",Akash Gupta,13,24,PERSON,
"888 Network, Akash Gupta, Blume Founders Fund, Gaurav Chopra, Imperial Holdings, Mumbai Angels, Orbit Startups, Prajakt Deolasee, Soonicorn Ventures, Upaya Social Ventures, Venture Catalysts, We Founder Circle",Blume Founders Fund,26,45,ORG,
"888 Network, Akash Gupta, Blume Founders Fund, Gaurav Chopra, Imperial Holdings, Mumbai Angels, Orbit Startups, Prajakt Deolasee, Soonicorn Ventures, Upaya Social Ventures, Venture Catalysts, We Founder Circle",Gaurav Chopra,47,60,ORG,
"888 Network, Akash Gupta, Blume Founders Fund, Gaurav Chopra, Imperial Holdings, Mumbai Angels, Orbit Startups, Prajakt Deolasee, Soonicorn Ventures, Upaya Social Ventures, Venture Catalysts, We Founder Circle",Imperial Holdings,62,79,ORG,
"888 Network, Akash Gupta, Blume Founders Fund, Gaurav Chopra, Imperial Holdings, Mumbai Angels, Orbit Startups, Prajakt Deolasee, Soonicorn Ventures, Upaya Social Ventures, Venture Catalysts, We Founder Circle",Mumbai Angels,81,94,ORG,
"888 Network, Akash Gupta, Blume Founders Fund, Gaurav Chopra, Imperial Holdings, Mumbai Angels, Orbit Startups, Prajakt Deolasee, Soonicorn Ventures, Upaya Social Ventures, Venture Catalysts, We Founder Circle",Orbit Startups,96,110,ORG,
"888 Network, Akash Gupta, Blume Founders Fund, Gaurav Chopra, Imperial Holdings, Mumbai Angels, Orbit Startups, Prajakt Deolasee, Soonicorn Ventures, Upaya Social Ventures, Venture Catalysts, We Founder Circle",Prajakt Deolasee,112,128,PERSON,
"888 Network, Akash Gupta, Blume Founders Fund, Gaurav Chopra, Imperial Holdings, Mumbai Angels, Orbit Startups, Prajakt Deolasee, Soonicorn Ventures, Upaya Social Ventures, Venture Catalysts, We Founder Circle",Soonicorn Ventures,130,148,ORG,
"888 Network, Akash Gupta, Blume Founders Fund, Gaurav Chopra, Imperial Holdings, Mumbai Angels, Orbit Startups, Prajakt Deolasee, Soonicorn Ventures, Upaya Social Ventures, Venture Catalysts, We Founder Circle",Upaya Social Ventures,150,171,ORG,
"888 Network, Akash Gupta, Blume Founders Fund, Gaurav Chopra, Imperial Holdings, Mumbai Angels, Orbit Startups, Prajakt Deolasee, Soonicorn Ventures, Upaya Social Ventures, Venture Catalysts, We Founder Circle",Venture Catalysts,173,190,ORG,
Altmore Capital,Altmore Capital,0,15,ORG,
Mitsui Chemicals,Mitsui Chemicals,0,16,ORG,
"Cyberport Macro Fund, EthAum Venture Partners, Golden Resources Development International, Granite Capital Partners, HK Tech 300",Cyberport Macro Fund,0,20,ORG,
"Cyberport Macro Fund, EthAum Venture Partners, Golden Resources Development International, Granite Capital Partners, HK Tech 300",EthAum Venture Partners,22,45,ORG,
"Cyberport Macro Fund, EthAum Venture Partners, Golden Resources Development International, Granite Capital Partners, HK Tech 300",Golden Resources Development International,47,89,ORG,
"Cyberport Macro Fund, EthAum Venture Partners, Golden Resources Development International, Granite Capital Partners, HK Tech 300",Granite Capital Partners,91,115,ORG,
"Cyberport Macro Fund, EthAum Venture Partners, Golden Resources Development International, Granite Capital Partners, HK Tech 300",HK Tech 300,117,128,ORG,
"Gary Stroebel, Imvelo Ventures, Lebashe Investment Group, Pallidus, Shaolin Capital Management",Gary Stroebel,0,13,PERSON,
"Gary Stroebel, Imvelo Ventures, Lebashe Investment Group, Pallidus, Shaolin Capital Management",Imvelo Ventures,15,30,PERSON,
"Gary Stroebel, Imvelo Ventures, Lebashe Investment Group, Pallidus, Shaolin Capital Management",Lebashe Investment Group,32,56,ORG,
"Gary Stroebel, Imvelo Ventures, Lebashe Investment Group, Pallidus, Shaolin Capital Management",Pallidus,58,66,ORG,
"Gary Stroebel, Imvelo Ventures, Lebashe Investment Group, Pallidus, Shaolin Capital Management",Shaolin Capital Management,68,94,ORG,
"All Iron Ventures, Erica Brescia, General Catalyst, Julia Hartz, Kevin Hartz, Northzone, Rubio Impact Ventures, True Equity",Erica Brescia,19,32,PERSON,
"All Iron Ventures, Erica Brescia, General Catalyst, Julia Hartz, Kevin Hartz, Northzone, Rubio Impact Ventures, True Equity",General Catalyst,34,50,ORG,
"All Iron Ventures, Erica Brescia, General Catalyst, Julia Hartz, Kevin Hartz, Northzone, Rubio Impact Ventures, True Equity",Kevin Hartz,65,76,PERSON,
"All Iron Ventures, Erica Brescia, General Catalyst, Julia Hartz, Kevin Hartz, Northzone, Rubio Impact Ventures, True Equity",Northzone,78,87,GPE,
"All Iron Ventures, Erica Brescia, General Catalyst, Julia Hartz, Kevin Hartz, Northzone, Rubio Impact Ventures, True Equity",Rubio Impact Ventures,89,110,ORG,
Hercules Capital,Hercules Capital,0,16,ORG,
Nextplat,Nextplat,0,8,PERSON,
"Alpaca VC, FJ Labs, Precursor Ventures, Revolution’s Rise of the Rest Seed Fund, Struck Capital",Alpaca VC,0,9,PERSON,
"Alpaca VC, FJ Labs, Precursor Ventures, Revolution’s Rise of the Rest Seed Fund, Struck Capital",FJ Labs,11,18,WORK_OF_ART,
"Alpaca VC, FJ Labs, Precursor Ventures, Revolution’s Rise of the Rest Seed Fund, Struck Capital",Precursor Ventures,20,38,ORG,
"Alpaca VC, FJ Labs, Precursor Ventures, Revolution’s Rise of the Rest Seed Fund, Struck Capital",Revolution’s Rise of the Rest Seed Fund,40,79,ORG,
"Alpaca VC, FJ Labs, Precursor Ventures, Revolution’s Rise of the Rest Seed Fund, Struck Capital",Struck Capital,81,95,ORG,
"Avfuel, DiamondStream Partners, RTX Ventures, Seyer, Standish Spring Investments, Welojets",RTX Ventures,32,44,ORG,
"Avfuel, DiamondStream Partners, RTX Ventures, Seyer, Standish Spring Investments, Welojets","Seyer, Standish Spring Investments",46,80,ORG,
SGG Enterprises,SGG Enterprises,0,15,ORG,
"Italian Angels for Growth, MMC Ventures, Philipp Mohr, Plug and Play, Pulitha Liyanagama",Italian Angels for Growth,0,25,WORK_OF_ART,
"Italian Angels for Growth, MMC Ventures, Philipp Mohr, Plug and Play, Pulitha Liyanagama",MMC Ventures,27,39,ORG,
"Italian Angels for Growth, MMC Ventures, Philipp Mohr, Plug and Play, Pulitha Liyanagama",Philipp Mohr,41,53,PERSON,
"Italian Angels for Growth, MMC Ventures, Philipp Mohr, Plug and Play, Pulitha Liyanagama",Pulitha Liyanagama,70,88,PERSON,
"KC/LLC, KCT Group, QRG Investments and Holdings",KC/LLC,0,6,ORG,
"KC/LLC, KCT Group, QRG Investments and Holdings",KCT Group,8,17,ORG,
"KC/LLC, KCT Group, QRG Investments and Holdings",QRG Investments,19,34,ORG,
"KC/LLC, KCT Group, QRG Investments and Holdings",Holdings,39,47,ORG,
National Cancer Institute,National Cancer Institute,0,25,ORG,
"Abraham Robertson, Barry Winata, Claremont Capital, Curt Shi, Dorcas Investments, Hugo de Jong, Matt Perkes",Abraham Robertson,0,17,PERSON,
"Abraham Robertson, Barry Winata, Claremont Capital, Curt Shi, Dorcas Investments, Hugo de Jong, Matt Perkes",Barry Winata,19,31,PERSON,
"Abraham Robertson, Barry Winata, Claremont Capital, Curt Shi, Dorcas Investments, Hugo de Jong, Matt Perkes",Claremont Capital,33,50,ORG,
"Abraham Robertson, Barry Winata, Claremont Capital, Curt Shi, Dorcas Investments, Hugo de Jong, Matt Perkes",Curt Shi,52,60,PERSON,
"Abraham Robertson, Barry Winata, Claremont Capital, Curt Shi, Dorcas Investments, Hugo de Jong, Matt Perkes",Dorcas Investments,62,80,ORG,
"Abraham Robertson, Barry Winata, Claremont Capital, Curt Shi, Dorcas Investments, Hugo de Jong, Matt Perkes",Hugo de Jong,82,94,PERSON,
"Abraham Robertson, Barry Winata, Claremont Capital, Curt Shi, Dorcas Investments, Hugo de Jong, Matt Perkes",Matt Perkes,96,107,PERSON,
SkyNet Worldwide Express,SkyNet Worldwide Express,0,24,ORG,
"Ascend, BlackRock, Maveron, Version One Ventures",BlackRock,8,17,ORG,
"Ascend, BlackRock, Maveron, Version One Ventures","Maveron, Version One Ventures",19,48,ORG,
"Fairpoint Capital, Finance Zealand, Vaekstfonden",Fairpoint Capital,0,17,ORG,
"Fairpoint Capital, Finance Zealand, Vaekstfonden",Finance Zealand,19,34,GPE,
"Fairpoint Capital, Finance Zealand, Vaekstfonden",Vaekstfonden,36,48,GPE,
"Bonnier Ventures, Cherry Ventures, Inventure, VNV Global",Bonnier Ventures,0,16,ORG,
"Bonnier Ventures, Cherry Ventures, Inventure, VNV Global",Cherry Ventures,18,33,ORG,
"Bonnier Ventures, Cherry Ventures, Inventure, VNV Global",Inventure,35,44,ORG,
