Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
"3M New Ventures, B Capital Group, Bow Capital, Calibrate Ventures, OCA Ventures, Pathbreaker Ventures, Stage Venture Partners, Swift Ventures",Calibrate Ventures,47,65,ORG,
"3M New Ventures, B Capital Group, Bow Capital, Calibrate Ventures, OCA Ventures, Pathbreaker Ventures, Stage Venture Partners, Swift Ventures",OCA Ventures,67,79,ORG,
"3M New Ventures, B Capital Group, Bow Capital, Calibrate Ventures, OCA Ventures, Pathbreaker Ventures, Stage Venture Partners, Swift Ventures",Pathbreaker Ventures,81,101,ORG,
"3M New Ventures, B Capital Group, Bow Capital, Calibrate Ventures, OCA Ventures, Pathbreaker Ventures, Stage Venture Partners, Swift Ventures",Stage Venture Partners,103,125,ORG,
"3M New Ventures, B Capital Group, Bow Capital, Calibrate Ventures, OCA Ventures, Pathbreaker Ventures, Stage Venture Partners, Swift Ventures",Swift Ventures,127,141,ORG,
"IGI Investment Bank Ltd., SparkLabs Group, VEF",IGI Investment Bank Ltd.,0,24,ORG,
"IGI Investment Bank Ltd., SparkLabs Group, VEF",SparkLabs Group,26,41,ORG,
"IGI Investment Bank Ltd., SparkLabs Group, VEF",VEF,43,46,ORG,
"Brightly Ventures, SEB Private Equity, Spintop Ventures",Brightly Ventures,0,17,ORG,
"Brightly Ventures, SEB Private Equity, Spintop Ventures",SEB Private Equity,19,37,ORG,
"Baksh Capital, Venture Catalysts",Baksh Capital,0,13,ORG,
"Baksh Capital, Venture Catalysts",Venture Catalysts,15,32,ORG,
"Bharat Innovation Fund, Force Ventures, Lead Angels Network",Bharat Innovation Fund,0,22,ORG,
"Bharat Innovation Fund, Force Ventures, Lead Angels Network",Force Ventures,24,38,ORG,
"Bharat Innovation Fund, Force Ventures, Lead Angels Network",Lead Angels Network,40,59,ORG,
"Pirojshaw Sarkari, Saurabh Aggarwal, Soonicorn, Vaishnav Shetty",Pirojshaw Sarkari,0,17,PERSON,
"Pirojshaw Sarkari, Saurabh Aggarwal, Soonicorn, Vaishnav Shetty",Saurabh Aggarwal,19,35,PERSON,
"Pirojshaw Sarkari, Saurabh Aggarwal, Soonicorn, Vaishnav Shetty",Soonicorn,37,46,GPE,
"Tenacity Venture Capital, TriplePoint Capital, Umami Capital",Tenacity Venture Capital,0,24,ORG,
"Tenacity Venture Capital, TriplePoint Capital, Umami Capital",TriplePoint Capital,26,45,ORG,
"Tenacity Venture Capital, TriplePoint Capital, Umami Capital",Umami Capital,47,60,ORG,
"AngelList Venture, Contour Venture Partners, FinTech Collective, Mosaik Partners",AngelList Venture,0,17,ORG,
"AngelList Venture, Contour Venture Partners, FinTech Collective, Mosaik Partners",Contour Venture Partners,19,43,ORG,
"AngelList Venture, Contour Venture Partners, FinTech Collective, Mosaik Partners","FinTech Collective, Mosaik Partners",45,80,ORG,
Mumbai Angels,Mumbai Angels,0,13,ORG,
"Actium Partners, Bruno Poh, Gin Soh, Iterative, Lelaina Lim, Michael Tor, Monk’s Hill Ventures, Saliha Abdul, Terrence Hoon",Bruno Poh,17,26,PERSON,
"Actium Partners, Bruno Poh, Gin Soh, Iterative, Lelaina Lim, Michael Tor, Monk’s Hill Ventures, Saliha Abdul, Terrence Hoon",Lelaina Lim,48,59,ORG,
"Actium Partners, Bruno Poh, Gin Soh, Iterative, Lelaina Lim, Michael Tor, Monk’s Hill Ventures, Saliha Abdul, Terrence Hoon",Michael Tor,61,72,PERSON,
"Actium Partners, Bruno Poh, Gin Soh, Iterative, Lelaina Lim, Michael Tor, Monk’s Hill Ventures, Saliha Abdul, Terrence Hoon",Hill Ventures,81,94,ORG,
"Actium Partners, Bruno Poh, Gin Soh, Iterative, Lelaina Lim, Michael Tor, Monk’s Hill Ventures, Saliha Abdul, Terrence Hoon",Saliha Abdul,96,108,PERSON,
"Actium Partners, Bruno Poh, Gin Soh, Iterative, Lelaina Lim, Michael Tor, Monk’s Hill Ventures, Saliha Abdul, Terrence Hoon",Terrence Hoon,110,123,PERSON,
Oakley Capital,Oakley Capital,0,14,ORG,
"AMK Investment Office, BECO Capital, Chaos Ventures, Colle Capital Partners, Comma Capital, Gowri Narayanan, rocketship.vc, Wamda Capital",AMK Investment Office,0,21,ORG,
"AMK Investment Office, BECO Capital, Chaos Ventures, Colle Capital Partners, Comma Capital, Gowri Narayanan, rocketship.vc, Wamda Capital",BECO Capital,23,35,ORG,
"AMK Investment Office, BECO Capital, Chaos Ventures, Colle Capital Partners, Comma Capital, Gowri Narayanan, rocketship.vc, Wamda Capital",Chaos Ventures,37,51,GPE,
"AMK Investment Office, BECO Capital, Chaos Ventures, Colle Capital Partners, Comma Capital, Gowri Narayanan, rocketship.vc, Wamda Capital",Colle Capital Partners,53,75,ORG,
"AMK Investment Office, BECO Capital, Chaos Ventures, Colle Capital Partners, Comma Capital, Gowri Narayanan, rocketship.vc, Wamda Capital",Comma Capital,77,90,ORG,
"AMK Investment Office, BECO Capital, Chaos Ventures, Colle Capital Partners, Comma Capital, Gowri Narayanan, rocketship.vc, Wamda Capital",Gowri Narayanan,92,107,PERSON,
"AMK Investment Office, BECO Capital, Chaos Ventures, Colle Capital Partners, Comma Capital, Gowri Narayanan, rocketship.vc, Wamda Capital",Wamda Capital,124,137,ORG,
"Amesten Capital, Sandeep Nailwal, Yan Wu",Amesten Capital,0,15,ORG,
"Amesten Capital, Sandeep Nailwal, Yan Wu",Sandeep Nailwal,17,32,ORG,
"Amesten Capital, Sandeep Nailwal, Yan Wu",Yan Wu,34,40,PERSON,
"ATM Capital, Hidden Hill Capital, Hui Capital, Jinqiu Capital, Zhejiang Silk Road Fund",ATM Capital,0,11,ORG,
"ATM Capital, Hidden Hill Capital, Hui Capital, Jinqiu Capital, Zhejiang Silk Road Fund",Hidden Hill Capital,13,32,ORG,
"ATM Capital, Hidden Hill Capital, Hui Capital, Jinqiu Capital, Zhejiang Silk Road Fund",Hui Capital,34,45,ORG,
"ATM Capital, Hidden Hill Capital, Hui Capital, Jinqiu Capital, Zhejiang Silk Road Fund",Jinqiu Capital,47,61,PERSON,
"ATM Capital, Hidden Hill Capital, Hui Capital, Jinqiu Capital, Zhejiang Silk Road Fund",Zhejiang Silk Road Fund,63,86,ORG,
"Andreessen Horowitz, Grafana Accelerator Program, M12 - Microsoft's Venture Fund, Mango Capital, Mirae Asset Capital, Thomvest Ventures",Andreessen Horowitz,0,19,PERSON,
"Andreessen Horowitz, Grafana Accelerator Program, M12 - Microsoft's Venture Fund, Mango Capital, Mirae Asset Capital, Thomvest Ventures",Grafana Accelerator Program,21,48,ORG,
"Andreessen Horowitz, Grafana Accelerator Program, M12 - Microsoft's Venture Fund, Mango Capital, Mirae Asset Capital, Thomvest Ventures",M12 - Microsoft's,50,67,PRODUCT,
"Andreessen Horowitz, Grafana Accelerator Program, M12 - Microsoft's Venture Fund, Mango Capital, Mirae Asset Capital, Thomvest Ventures",Venture Fund,68,80,ORG,
"Andreessen Horowitz, Grafana Accelerator Program, M12 - Microsoft's Venture Fund, Mango Capital, Mirae Asset Capital, Thomvest Ventures",Mango Capital,82,95,ORG,
"Andreessen Horowitz, Grafana Accelerator Program, M12 - Microsoft's Venture Fund, Mango Capital, Mirae Asset Capital, Thomvest Ventures",Mirae Asset Capital,97,116,ORG,
"Andreessen Horowitz, Grafana Accelerator Program, M12 - Microsoft's Venture Fund, Mango Capital, Mirae Asset Capital, Thomvest Ventures",Thomvest Ventures,118,135,ORG,
Eos Advisory,Eos Advisory,0,12,ORG,
"Alexandros Chatzieleftheriou, Florian Hagenbuch, Group RMC, Monday Capital, Signal Ventures",Florian Hagenbuch,30,47,ORG,
"Alexandros Chatzieleftheriou, Florian Hagenbuch, Group RMC, Monday Capital, Signal Ventures",Group RMC,49,58,ORG,
"Alexandros Chatzieleftheriou, Florian Hagenbuch, Group RMC, Monday Capital, Signal Ventures",Monday Capital,60,74,ORG,
"Alexandros Chatzieleftheriou, Florian Hagenbuch, Group RMC, Monday Capital, Signal Ventures",Signal Ventures,76,91,ORG,
"Cipio Partners, Iconical, UVC Partners",Cipio Partners,0,14,PERSON,
"Cipio Partners, Iconical, UVC Partners",Iconical,16,24,ORG,
"Halcyon Capital Management, MaC Venture Capital, Ryan Shea",Halcyon Capital Management,0,26,ORG,
"Halcyon Capital Management, MaC Venture Capital, Ryan Shea",MaC Venture Capital,28,47,ORG,
"Halcyon Capital Management, MaC Venture Capital, Ryan Shea",Ryan Shea,49,58,PERSON,
"Keiretsu Forum, Keiretsu Forum Mid Atlantic, Keiretsu Forum Northwest",Keiretsu Forum,0,14,ORG,
"Keiretsu Forum, Keiretsu Forum Mid Atlantic, Keiretsu Forum Northwest",Keiretsu Forum Mid Atlantic,16,43,ORG,
"Keiretsu Forum, Keiretsu Forum Mid Atlantic, Keiretsu Forum Northwest",Keiretsu Forum,45,59,ORG,
Binance Labs,Binance Labs,0,12,PERSON,
"BOCOM International, CCB Trust, Empowtech Capital, Huagai Capital, Lenovo Capital and Incubator Group (LCIG), Qiming Venture Partners, TH EDU Capital, Vlight Capital",BOCOM International,0,19,ORG,
"BOCOM International, CCB Trust, Empowtech Capital, Huagai Capital, Lenovo Capital and Incubator Group (LCIG), Qiming Venture Partners, TH EDU Capital, Vlight Capital",CCB Trust,21,30,ORG,
"BOCOM International, CCB Trust, Empowtech Capital, Huagai Capital, Lenovo Capital and Incubator Group (LCIG), Qiming Venture Partners, TH EDU Capital, Vlight Capital",Empowtech Capital,32,49,ORG,
"BOCOM International, CCB Trust, Empowtech Capital, Huagai Capital, Lenovo Capital and Incubator Group (LCIG), Qiming Venture Partners, TH EDU Capital, Vlight Capital",Huagai Capital,51,65,ORG,
"BOCOM International, CCB Trust, Empowtech Capital, Huagai Capital, Lenovo Capital and Incubator Group (LCIG), Qiming Venture Partners, TH EDU Capital, Vlight Capital",Lenovo Capital and,67,85,ORG,
"BOCOM International, CCB Trust, Empowtech Capital, Huagai Capital, Lenovo Capital and Incubator Group (LCIG), Qiming Venture Partners, TH EDU Capital, Vlight Capital",Incubator Group,86,101,ORG,
"BOCOM International, CCB Trust, Empowtech Capital, Huagai Capital, Lenovo Capital and Incubator Group (LCIG), Qiming Venture Partners, TH EDU Capital, Vlight Capital",Qiming Venture Partners,110,133,ORG,
"BOCOM International, CCB Trust, Empowtech Capital, Huagai Capital, Lenovo Capital and Incubator Group (LCIG), Qiming Venture Partners, TH EDU Capital, Vlight Capital",TH EDU Capital,135,149,ORG,
"BOCOM International, CCB Trust, Empowtech Capital, Huagai Capital, Lenovo Capital and Incubator Group (LCIG), Qiming Venture Partners, TH EDU Capital, Vlight Capital",Vlight Capital,151,165,ORG,
"DC Investor, eGirl Capital, Focus Labs, Keyboard Monkey, Paradigm, Uniswap, Yunt Capital",DC Investor,0,11,ORG,
"DC Investor, eGirl Capital, Focus Labs, Keyboard Monkey, Paradigm, Uniswap, Yunt Capital",eGirl Capital,13,26,ORG,
"DC Investor, eGirl Capital, Focus Labs, Keyboard Monkey, Paradigm, Uniswap, Yunt Capital",Focus Labs,28,38,ORG,
"DC Investor, eGirl Capital, Focus Labs, Keyboard Monkey, Paradigm, Uniswap, Yunt Capital",Keyboard Monkey,40,55,PERSON,
"DC Investor, eGirl Capital, Focus Labs, Keyboard Monkey, Paradigm, Uniswap, Yunt Capital",Yunt Capital,76,88,ORG,
"Accel, Andrew Robb, Ed Wray, Gokul Rajaram, LocalGlobe, Maria Raga, Peter Jackson, Ron Kalifa, Union Square Ventures",Accel,0,5,ORG,
"Accel, Andrew Robb, Ed Wray, Gokul Rajaram, LocalGlobe, Maria Raga, Peter Jackson, Ron Kalifa, Union Square Ventures",Andrew Robb,7,18,PERSON,
"Accel, Andrew Robb, Ed Wray, Gokul Rajaram, LocalGlobe, Maria Raga, Peter Jackson, Ron Kalifa, Union Square Ventures",Ed Wray,20,27,PERSON,
"Accel, Andrew Robb, Ed Wray, Gokul Rajaram, LocalGlobe, Maria Raga, Peter Jackson, Ron Kalifa, Union Square Ventures",LocalGlobe,44,54,ORG,
"Accel, Andrew Robb, Ed Wray, Gokul Rajaram, LocalGlobe, Maria Raga, Peter Jackson, Ron Kalifa, Union Square Ventures",Maria Raga,56,66,PERSON,
"Accel, Andrew Robb, Ed Wray, Gokul Rajaram, LocalGlobe, Maria Raga, Peter Jackson, Ron Kalifa, Union Square Ventures",Peter Jackson,68,81,PERSON,
"Accel, Andrew Robb, Ed Wray, Gokul Rajaram, LocalGlobe, Maria Raga, Peter Jackson, Ron Kalifa, Union Square Ventures",Ron Kalifa,83,93,PERSON,
"Accel, Andrew Robb, Ed Wray, Gokul Rajaram, LocalGlobe, Maria Raga, Peter Jackson, Ron Kalifa, Union Square Ventures",Union Square Ventures,95,116,ORG,
"Christian Angermayer, Maria Raga",Christian Angermayer,0,20,PERSON,
"Christian Angermayer, Maria Raga",Maria Raga,22,32,PERSON,
"Andreessen Horowitz, Casdin Capital, Forge Life Science Partners, Nextech Invest",Andreessen Horowitz,0,19,PERSON,
"Andreessen Horowitz, Casdin Capital, Forge Life Science Partners, Nextech Invest",Casdin Capital,21,35,ORG,
"Andreessen Horowitz, Casdin Capital, Forge Life Science Partners, Nextech Invest",Forge Life Science Partners,37,64,ORG,
"Andreessen Horowitz, Casdin Capital, Forge Life Science Partners, Nextech Invest",Nextech Invest,66,80,ORG,
"Audacity Venture Capital, DAOL Investment, Info Edge ventures, Mistry Ventures, Nazara Technologies, NODWIN Gaming, Survam Partners",Audacity Venture Capital,0,24,ORG,
"Audacity Venture Capital, DAOL Investment, Info Edge ventures, Mistry Ventures, Nazara Technologies, NODWIN Gaming, Survam Partners",DAOL Investment,26,41,ORG,
"Audacity Venture Capital, DAOL Investment, Info Edge ventures, Mistry Ventures, Nazara Technologies, NODWIN Gaming, Survam Partners",Info Edge,43,52,PERSON,
"Audacity Venture Capital, DAOL Investment, Info Edge ventures, Mistry Ventures, Nazara Technologies, NODWIN Gaming, Survam Partners",Mistry Ventures,63,78,ORG,
"Audacity Venture Capital, DAOL Investment, Info Edge ventures, Mistry Ventures, Nazara Technologies, NODWIN Gaming, Survam Partners",Nazara Technologies,80,99,ORG,
"Audacity Venture Capital, DAOL Investment, Info Edge ventures, Mistry Ventures, Nazara Technologies, NODWIN Gaming, Survam Partners",NODWIN,101,107,ORG,
"Audacity Venture Capital, DAOL Investment, Info Edge ventures, Mistry Ventures, Nazara Technologies, NODWIN Gaming, Survam Partners",Survam Partners,116,131,ORG,
"Guido Fluri Foundation, Sitem StartUp Club",Guido Fluri Foundation,0,22,ORG,
"Guido Fluri Foundation, Sitem StartUp Club",Sitem StartUp Club,24,42,ORG,
"JH Partners, Larry H. Miller Management Corporation, Penny Newman Grain",JH Partners,0,11,ORG,
"JH Partners, Larry H. Miller Management Corporation, Penny Newman Grain",Larry H. Miller Management Corporation,13,51,PERSON,
"JH Partners, Larry H. Miller Management Corporation, Penny Newman Grain",Penny Newman Grain,53,71,PERSON,
"Equity Gap, Old College Capital, Scottish Enterprise, SIS Ventures, The Conduit EIS Impact Fund",Old College Capital,12,31,ORG,
"Equity Gap, Old College Capital, Scottish Enterprise, SIS Ventures, The Conduit EIS Impact Fund",Scottish Enterprise,33,52,NORP,
"Equity Gap, Old College Capital, Scottish Enterprise, SIS Ventures, The Conduit EIS Impact Fund",SIS Ventures,54,66,ORG,
"Equity Gap, Old College Capital, Scottish Enterprise, SIS Ventures, The Conduit EIS Impact Fund",The Conduit EIS Impact Fund,68,95,ORG,
"Alpha Dhabi, International Holding Company, Mirae Asset Venture Investment",Alpha Dhabi,0,11,ORG,
"Alpha Dhabi, International Holding Company, Mirae Asset Venture Investment",International Holding Company,13,42,ORG,
"Alpha Dhabi, International Holding Company, Mirae Asset Venture Investment",Mirae Asset Venture Investment,44,74,ORG,
"British International Investment, Development Finance Institution (DFI), Rainmatter Foundation, venture dairy","British International Investment, Development Finance Institution",0,65,ORG,
"British International Investment, Development Finance Institution (DFI), Rainmatter Foundation, venture dairy",Rainmatter Foundation,73,94,ORG,
"DCVC Bio, Fulcrum Global Capital, Hilco Capital, Johnsonville Ventures, SK Networks, Trimble Ventures, Yara Growth Ventures",DCVC Bio,0,8,PERSON,
"DCVC Bio, Fulcrum Global Capital, Hilco Capital, Johnsonville Ventures, SK Networks, Trimble Ventures, Yara Growth Ventures",Hilco Capital,34,47,ORG,
"DCVC Bio, Fulcrum Global Capital, Hilco Capital, Johnsonville Ventures, SK Networks, Trimble Ventures, Yara Growth Ventures",Johnsonville Ventures,49,70,ORG,
"DCVC Bio, Fulcrum Global Capital, Hilco Capital, Johnsonville Ventures, SK Networks, Trimble Ventures, Yara Growth Ventures",SK Networks,72,83,ORG,
"DCVC Bio, Fulcrum Global Capital, Hilco Capital, Johnsonville Ventures, SK Networks, Trimble Ventures, Yara Growth Ventures",Trimble Ventures,85,101,ORG,
"DCVC Bio, Fulcrum Global Capital, Hilco Capital, Johnsonville Ventures, SK Networks, Trimble Ventures, Yara Growth Ventures",Yara Growth Ventures,103,123,ORG,
Octopus Energy,Octopus Energy,0,14,PRODUCT,
Trifecta Capital,Trifecta Capital,0,16,ORG,
"AlphaCrypto Capital, Amber Group, Arriba Studio, Big Brain Holdings, bitbank, BonFire Union, BreederDAO, Builder Capital, Celer Network, Ceras Ventures, Crypto.com, Fenbushi Capital, FGG, Formless Capital, Gate Ventures, GREE, Huobi, Infinity Ventures Crypto, Jump Crypto, Krust, KuCoin, Mirana Ventures, Mome Ntro, NGC Ventures, PlayMining, Quantstamp, Republic capital, Resolute Ventures, Spectrum, tofuNFT, Yield Guild Games",AlphaCrypto Capital,0,19,ORG,
"AlphaCrypto Capital, Amber Group, Arriba Studio, Big Brain Holdings, bitbank, BonFire Union, BreederDAO, Builder Capital, Celer Network, Ceras Ventures, Crypto.com, Fenbushi Capital, FGG, Formless Capital, Gate Ventures, GREE, Huobi, Infinity Ventures Crypto, Jump Crypto, Krust, KuCoin, Mirana Ventures, Mome Ntro, NGC Ventures, PlayMining, Quantstamp, Republic capital, Resolute Ventures, Spectrum, tofuNFT, Yield Guild Games",Amber Group,21,32,ORG,
"AlphaCrypto Capital, Amber Group, Arriba Studio, Big Brain Holdings, bitbank, BonFire Union, BreederDAO, Builder Capital, Celer Network, Ceras Ventures, Crypto.com, Fenbushi Capital, FGG, Formless Capital, Gate Ventures, GREE, Huobi, Infinity Ventures Crypto, Jump Crypto, Krust, KuCoin, Mirana Ventures, Mome Ntro, NGC Ventures, PlayMining, Quantstamp, Republic capital, Resolute Ventures, Spectrum, tofuNFT, Yield Guild Games",Arriba Studio,34,47,ORG,
"AlphaCrypto Capital, Amber Group, Arriba Studio, Big Brain Holdings, bitbank, BonFire Union, BreederDAO, Builder Capital, Celer Network, Ceras Ventures, Crypto.com, Fenbushi Capital, FGG, Formless Capital, Gate Ventures, GREE, Huobi, Infinity Ventures Crypto, Jump Crypto, Krust, KuCoin, Mirana Ventures, Mome Ntro, NGC Ventures, PlayMining, Quantstamp, Republic capital, Resolute Ventures, Spectrum, tofuNFT, Yield Guild Games",Big Brain Holdings,49,67,ORG,
"AlphaCrypto Capital, Amber Group, Arriba Studio, Big Brain Holdings, bitbank, BonFire Union, BreederDAO, Builder Capital, Celer Network, Ceras Ventures, Crypto.com, Fenbushi Capital, FGG, Formless Capital, Gate Ventures, GREE, Huobi, Infinity Ventures Crypto, Jump Crypto, Krust, KuCoin, Mirana Ventures, Mome Ntro, NGC Ventures, PlayMining, Quantstamp, Republic capital, Resolute Ventures, Spectrum, tofuNFT, Yield Guild Games",bitbank,69,76,ORG,
"AlphaCrypto Capital, Amber Group, Arriba Studio, Big Brain Holdings, bitbank, BonFire Union, BreederDAO, Builder Capital, Celer Network, Ceras Ventures, Crypto.com, Fenbushi Capital, FGG, Formless Capital, Gate Ventures, GREE, Huobi, Infinity Ventures Crypto, Jump Crypto, Krust, KuCoin, Mirana Ventures, Mome Ntro, NGC Ventures, PlayMining, Quantstamp, Republic capital, Resolute Ventures, Spectrum, tofuNFT, Yield Guild Games",BonFire Union,78,91,ORG,
"AlphaCrypto Capital, Amber Group, Arriba Studio, Big Brain Holdings, bitbank, BonFire Union, BreederDAO, Builder Capital, Celer Network, Ceras Ventures, Crypto.com, Fenbushi Capital, FGG, Formless Capital, Gate Ventures, GREE, Huobi, Infinity Ventures Crypto, Jump Crypto, Krust, KuCoin, Mirana Ventures, Mome Ntro, NGC Ventures, PlayMining, Quantstamp, Republic capital, Resolute Ventures, Spectrum, tofuNFT, Yield Guild Games",BreederDAO,93,103,GPE,
"AlphaCrypto Capital, Amber Group, Arriba Studio, Big Brain Holdings, bitbank, BonFire Union, BreederDAO, Builder Capital, Celer Network, Ceras Ventures, Crypto.com, Fenbushi Capital, FGG, Formless Capital, Gate Ventures, GREE, Huobi, Infinity Ventures Crypto, Jump Crypto, Krust, KuCoin, Mirana Ventures, Mome Ntro, NGC Ventures, PlayMining, Quantstamp, Republic capital, Resolute Ventures, Spectrum, tofuNFT, Yield Guild Games",Builder Capital,105,120,ORG,
"AlphaCrypto Capital, Amber Group, Arriba Studio, Big Brain Holdings, bitbank, BonFire Union, BreederDAO, Builder Capital, Celer Network, Ceras Ventures, Crypto.com, Fenbushi Capital, FGG, Formless Capital, Gate Ventures, GREE, Huobi, Infinity Ventures Crypto, Jump Crypto, Krust, KuCoin, Mirana Ventures, Mome Ntro, NGC Ventures, PlayMining, Quantstamp, Republic capital, Resolute Ventures, Spectrum, tofuNFT, Yield Guild Games",Celer Network,122,135,PERSON,
